filepath,label,root,split
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RockGB_JO_1.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RetroGB_JO_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RootsGB_JO_2.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_Electric_Fabi_4.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RetroGB_JO_2.wav,major,Bb,test
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_Classic_Simona_1.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RootsGB_JO_1.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_Classic_Simona_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RockGB_JO_4.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RetroGB_JO_1.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_Electric_Fabi_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_Classic_Simona_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RockGB_JO_3.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RockGB_JO_2.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_Electric_Fabi_3.wav,major,Bb,test
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_henrique_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acusticGB_JO_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_Mari_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_AfonsoLemos_-04.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_AfonsoLemos_-02.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RootsGB_JO_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acusticGB_JO_1.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_henrique_1.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_SalomCΓòá┬║Andrade_2.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_RootsGB_JO_4.wav,major,Bb,test
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_Mari_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_AfonsoLemos_-03.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_SalomCΓòá┬║Andrade_4.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_henrique_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_AfonsoLemos_-01.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_Mari_1.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acusticGB_JO_4.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_SalomCΓòá┬║Andrade_3.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_SalomCΓòá┬║Andrade_1.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_classical_henrique_4.wav,major,Bb,test
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acusticGB_JO_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_acousticguitar_Mari_4.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_eletricguitar_Mari_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_eletricguitar_Mari_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_electric_Isabel_3.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_electric_Isabel_2.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_eletricguitar_Mari_4.wav,major,Bb,train
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_electric_Isabel_4.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_electric_Isabel_1.wav,major,Bb,val
/content/drive/MyDrive/chord_trainer/training/Bb_major/Bb_eletricguitar_Mari_1.wav,major,Bb,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug10_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcousticGuitar_RodrigoMercador_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug11_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcousticGuitar_RodrigoMercador_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug10_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcousticGuitar_RodrigoMercador_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug10_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcousticGuitar_RodrigoMercador_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug10_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug11_2.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug11_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug14_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug13_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug12_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug14_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug12_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug15_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug13_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug13_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug14_1.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug15_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug15_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug12_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug15_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug13_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug12_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug14_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug11_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug19_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug18_4.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug18_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug17_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug1_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug16_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug19_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug16_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug20_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug19_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug17_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug1_4.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug16_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug18_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug1_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug19_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug17_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug17_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug1_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug18_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug16_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug24_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug23_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug21_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug25_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug23_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug24_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug22_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug22_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug23_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug20_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug23_4.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug24_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug21_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug24_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug20_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug25_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug22_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug21_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug22_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug25_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug20_4.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug21_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug2_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug4_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug4_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug3_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug3_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug5_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug2_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug5_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug3_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug6_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug5_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug4_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug5_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug4_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug6_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug2_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug25_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug2_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug3_1.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug9_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug6_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug8_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Acustic_Miguel_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug7_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug8_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug9_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug9_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug8_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug9_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_Acustic_Miguel_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug7_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug6_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug8_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Acustic_Miguel_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug7_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_AcusticPlug7_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Acustic_Miguel_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic3_Carolina_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicA_Miguel_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicA_Miguel_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicCleanGB_JO_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic2_Carolina_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Jegundo_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic2_Carolina_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicA_Miguel_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic3_Carolina_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic2_Carolina_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicCleanGB_JO_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Jegundo_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicCleanGB_JO_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic3_Carolina_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic3_Carolina_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic2_Carolina_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicCleanGB_JO_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_ClassicA_Miguel_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Jegundo_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Jegundo_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_Electric_Fabi_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_RockGB_JO_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_RockGB_JO_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RetroGB_JO_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Simona_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Miguel_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Simona_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RetroGB_JO_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Miguel_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Electric_Fabi_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_RockGB_JO_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_Electric_Fabi_4.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Simona_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Simona_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Miguel_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Classic_Miguel_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_Electric_Fabi_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RetroGB_JO_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RetroGB_JO_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RootsGB_JO_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_SalomCΓòá┬║Andrade_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_acusticGB_JO_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_acusticGB_JO_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_Mari_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RootsGB_JO_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_AfonsoLemos_-01.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_AfonsoLemos_-02.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_Mari_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RootsGB_JO_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_SalomCΓòá┬║Andrade_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_Mari_4.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_RootsGB_JO_3.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_SalomCΓòá┬║Andrade_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_RockGB_JO_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acusticGB_JO_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_AfonsoLemos_-03.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acusticGB_JO_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_SalomCΓòá┬║Andrade_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_acousticguitar_Mari_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_henrique_2.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_eletricguitar_Mari_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_eletricguitar_Mari_2.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_henrique_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_electric_Isabel_1.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_AfonsoLemos_-04.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_eletricguitar_Mari_3.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_electric_Isabel_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_eletricguitar_Mari_4.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_electric_Isabel_2.wav,major,C,train
/content/drive/MyDrive/chord_trainer/training/C_major/C_electric_Isabel_3.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_henrique_1.wav,major,C,val
/content/drive/MyDrive/chord_trainer/training/C_major/C_classical_henrique_4.wav,major,C,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug10_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug10_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcousticGuitar_RodrigoMercador_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcousticGuitar_RodrigoMercador_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug12_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug11_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcousticGuitar_RodrigoMercador_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug11_2.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug11_3.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug11_4.wav,major,F,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug12_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcousticGuitar_RodrigoMercador_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug10_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug10_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug15_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug16_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug14_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug12_4.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug16_4.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug14_2.wav,major,F,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug16_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug13_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug16_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug14_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug13_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug12_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug15_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug13_4.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug13_2.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug15_2.wav,major,F,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug14_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug15_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug19_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug18_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug17_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug19_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug19_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug18_2.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug1_1.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug17_2.wav,major,F,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug18_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug19_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug18_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug20_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug20_1.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug1_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug20_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug17_4.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug1_4.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug17_1.wav,major,F,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug1_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug24_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug24_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug22_2.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug21_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug22_4.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug23_3.wav,major,F,train
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug23_2.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug22_1.wav,major,F,val
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug24_4.wav,major,F,test
/content/drive/MyDrive/chord_trainer/training/F_major/F_AcusticPlug25_1.wav,major,F,train
